Order,Family,Genus,Species,Biogeographical Realm,Biome,Ecol Region,Community,Host,Continent,Country,State_Province,Location,Lat_Degrees,Lat_Min,Lat_Sec,North_South,Lat_Origin,Long_Degrees,Long_Min,Long_Sec,East_West,Long_Origin,Climatic Zone,Hemisphere,Soil pH,Soil P,Soil N,Soil C,Organic Matter,Temperature,Temp_Data,Precipitation,Prec_Origin,Altitude,Altitude_Origin,Other Literature?,Description?,INVAM?,Heavy Metals,Collector,Source,Year,Reference Title,Notes,pH,Eco region
Glomerales,Glomeraceae,Glomus,microaggregatum,Oriental,Deserts and Xeric Shrublands,Deccan thorn scrub forests,undisturbed community adjacent to a lignite mine spoil,,Asia,India,Tamil Nadu,Neyveli,11,33,0,n,m,79,32,0,e,m,Tropical,North,,,,,,,,,,44,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","Data are for the Location. It is only indicated that spores were collected from Neyveli adjoining undisturbed area, but no additional information is provided.",,
Glomerales,Glomeraceae,Funneliformis,mosseae,Oriental,Tropical and Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests,coal waste site,,Asia,India,Andhra Pradesh,Kothagudem,17,30,0,n,m,80,27,0,e,m,Tropical,North,5.6,,,,,,,,,109,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 8.4 and 17.5-24 Kg/ha, respectively. Soil was black sandy loam.",,
Glomerales,Glomeraceae,Glomus,multicaule,Oriental,Tropical and Subtropical Dry Broadleaf Forests,South Deccan Plateau dry deciduous forests,calcite mine-spoil revegetated site,,Asia,India,Tamil Nadu,Thazaiyuthu,8,47,42,n,m,77,43,4,e,m,Tropical,North,7.7,,,,,,,,,162,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 10-15.2 and 13.8-81.2 Kg/ha, respectively. Soil was red sandy loam.",,
Diversisporales,Diversisporaceae,Redeckera,pulvinatum,Oriental,Tropical and Subtropical Dry Broadleaf Forests,South Deccan Plateau dry deciduous forests,calcite mine-spoil revegetated site,,Asia,India,Tamil Nadu,Thazaiyuthu,8,47,42,n,g,77,43,4,e,g,Tropical,North,7.7,,,,,,,,,162,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 10-15.2 and 13.8-81.2 Kg/ha, respectively. Soil was red sandy loam. Reported as Glomus pulvinatum",,
Glomerales,Glomeraceae,Glomus,pustulatum,Oriental,Deserts and Xeric Shrublands,Deccan thorn scrub forests,lignite mine-spoil revegetated site,,Asia,India,Tamil Nadu,Neyveli,11,32,20,n,g,79,28,45,e,g,Tropical,North,6,,,,,,,,,44,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 10-15.2 and 13.6-81.2 Kg/ha, respectively. Soil was red sandy loam. Also found in a Neyveli undisturbed area, but additional informations are not provided.",,
Glomerales,Glomeraceae,Sclerocystis,coremioides,Oriental,Deserts and Xeric Shrublands,Deccan thorn scrub forests,undisturbed community adjacent to a lignite mine spoil,,Asia,India,Tamil Nadu,Neyveli,11,33,0,n,m,79,23,0,e,m,Tropical,North,,,,,,,,,,444,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","Found in a Neyveli undisturbed area, but additional informations are not provided.",,
Glomerales,Glomeraceae,Sclerocystis,clavispora,Oriental,Tropical and Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests,coal waste site,,Asia,India,Andhra Pradesh,Kothagudem,17,30,0,n,m,80,27,0,e,m,Tropical,North,5.6,,,,,,,,,109,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 8.4 and 17.5-24 Kg/ha, respectively. Soil was black sandy loam. Recorded as S. microcarpus, which is synonymous of S. clavispora. Data are for the Location",,
Glomerales,Glomeraceae,Sclerocystis,rubiformis,Oriental,Tropical and Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests,coal waste site,,Asia,India,Andhra Pradesh,Kothagudem,17,30,0,n,m,80,27,0,e,m,Tropical,North,5.6,,,,,,,,,109,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 8.4-15.2 and 13.8-81.2 Kg/ha, respectively.  Soil was black sandy loam and red sandy loam. Reported as S. pachycaulis, which is synonymous of S. rubiformis. Data are for the location. It is only indicated that spores were collected from Neyveli adjoining undisturbed area, but no additional information is provided.",,
Glomerales,Glomeraceae,Sclerocystis,sinuosa,Oriental,Deserts and Xeric Shrublands,Deccan thorn scrub forests,"calcite mine field, undisturbed community adjacent to a lignite mine spoil",,Asia,India,Tamil Nadu,Neyveli,11,35,0,n,m,79,32,0,e,m,Tropical,North,,,,,,,,,,109,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 10-15.2 and 13.8-81.2 Kg/ha, respectively. Soil was red sandy loam. Reported as S. pakistanica, which is synonymous of S. sinuosa. Data are for the Location. It is only indicated that spores were collected from Neyveli adjoining undisturbed area, but no additional information is provided.",,
Diversisporales,Gigasporaceae,Scutellospora,auriglobosa,Oriental,Deserts and Xeric Shrublands,Deccan thorn scrub forests,lignite mine-spoil revegetated site,,Asia,India,Tamil Nadu,Neyveli,11,33,0,n,m,79,32,0,e,m,Tropical,North,,,,,,,,,,44,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 10.6 and 13.6-23.6 Kg/ha, respectively. Soil was red sandy loam. Reported as auriglobosa. It is only indicated that spores were collected from Neyveli adjoining undisturbed area, but no additional information is provided.",,
Diversisporales,Gigasporaceae,Scutellospora,dipapillosa,Oriental,Deserts and Xeric Shrublands,Deccan thorn scrub forests,lignite mine-spoil revegetated site,,Asia,India,Tamil Nadu,Neyveli,11,33,0,n,m,79,32,0,e,m,Tropical,North,,,,,,,,,,44,g,1,0,0,0,V. Ganesan,Field Soil,199,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 10.6 and 13.6-23.6 Kg/ha, respectively. Soil was red sandy loam. Data are for the Location. It is only indicated that spores were collected from Neyveli adjoining undisturbed area, but no additional information is provided.",,
Diversisporales,Gigasporaceae,Racocetra,gregaria,Oriental,Tropical and Subtropical Dry Broadleaf Forests,South Deccan Plateau dry deciduous forests,calcite mine-spoil revegetated site,,Asia,India,Tamil Nadu,Thazaiyuthu,8,50,0,n,m,70,40,0,e,m,Tropical,North,7.7,,,,,,,,,51,g,1,0,0,0,V. Ganesan,Field Soil,1991,"Ganesan, V.; S. Ragupathy; B. Parthipan; D.B. Rajini Rani and A. Mahadevan.  1991.  Distribution of vesicular-arbuscular mycorrhizal fungi in coal, lignite, and calcite mine spoils of India.  Biol. Fertil. Soils, 12:131-136.","N and K were 10-15.2 and 13.8-81.2 Kg/ha, respectively. Soil was red sandy loam. Data are for the Location.",,
Glomerales,Glomeraceae,Rhizophagus,clarus,Oriental,Tropical and Subtropical Moist Broadleaf Forests,Peninsular Malaysian rain forests,,Panicum milliaceum,Asia,Singapore,,,1,18,41,n,g,103,30,35,e,g,Tropical,North,3.9,0.09,,,,,,,,42,g,1,0,0,0,Isabelle Louis,Pot Cultures,1988,"Louis, I. and G. Lim.  1988.  Effect of storage of inoculum on spore germination of a tropical isolate of Glomus clarum.  Mycologia 80:157-161.",Fungus multiplied on Panicum milliaceum in pot culture for three months before use. Data are for Singapore.,,
Archaeosporales,Ambisporaceae,Ambispora,leptoticha,Nearctic,Temperate Broadleaf and Mixed Forests,Interior Plateau US Hardwood Forests,agroecosystems,"tall fescue (Festuca arundinacea), pearl millet (Pennisetum americanum)",N. America,USA,Kentucky,"University of Kentucky's Spindletop Farm, near Lexington",38,2,26,n,g,84,30,13,w,g,Temperate,North,5.7,112,,,7,,,,,273,g,1,0,0,0,B.Z. Guo,Field Soil,1993,"Guo, B.Z.; Z.-Q. An; J.W. Hendrix and C.T. Dougherty.  1993.  Influence of a change from tall fescue to pearl millet or crabgrass on the mycorrhizal fungal community.  Soil Science, 155:398-405","Data are for Lexington, KY, USA.",,
Glomerales,Glomeraceae,Glomus,macrocarpum,Nearctic,Temperate Broadleaf and Mixed Forests,Interior Plateau US Hardwood Forests,agroecosystems,"tall fescue (Festuca arundinacea), pearl millet (Pennisetum americanum)",N. America,USA,Kentucky,"University of Kentucky's Spindletop Farm, near Lexington",38,2,26,n,g,84,30,13,n,g,Temperate,North,5.7,112,,,7,,,,,273,g,1,0,0,0,B.Z. Guo,Field Soil,1993,"Guo, B.Z.; Z.-Q. An; J.W. Hendrix and C.T. Dougherty.  1993.  Influence of a change from tall fescue to pearl millet or crabgrass on the mycorrhizal fungal community.  Soil Science, 155:398-405","Data are for Lexington, KY, USA.",,
Diversisporales,Gigasporaceae,Gigaspora,albida,Nearctic,Temperate Broadleaf and Mixed Forests,Interior Plateau US Hardwood Forests,agroecosystems,"tall fescue (Festuca arundinacea), pearl millet (Pennisetum americanum) and crabgrass (Digitaria sanguinalis)",N. America,USA,Kentucky,"University of Kentucky's Spindletop Farm, near Lexington",38,2,26,n,g,84,30,13,n,g,Temperate,North,5.7,112,,,7,,,,,273,g,1,0,0,0,B.Z. Guo,Field Soil,1993,"Guo, B.Z.; Z.-Q. An; J.W. Hendrix and C.T. Dougherty.  1993.  Influence of a change from tall fescue to pearl millet or crabgrass on the mycorrhizal fungal community.  Soil Science, 155:398-405","Data are for Lexington, KY, USA.",,
Diversisporales,Gigasporaceae,Gigaspora,margarita,Nearctic,Temperate Broadleaf and Mixed Forests,Interior Plateau US Hardwood Forests,agroecosystems,pearl millet (Pennisetum americanum),N. America,USA,Kentucky,"University of Kentucky's Spindletop Farm, near Lexington",38,2,26,n,g,84,30,13,n,g,Temperate,North,5.7,112,,,7,,,,,273,g,1,0,0,0,B.Z. Guo,Field Soil,1993,"Guo, B.Z.; Z.-Q. An; J.W. Hendrix and C.T. Dougherty.  1993.  Influence of a change from tall fescue to pearl millet or crabgrass on the mycorrhizal fungal community.  Soil Science, 155:398-405","Data are for Lexington, KY, USA.",,
Diversisporales,Gigasporaceae,Gigaspora,gigantea,Nearctic,Temperate Broadleaf and Mixed Forests,Interior Plateau US Hardwood Forests,agroecosystems,"tall fescue (Festuca arundinacea), pearl millet (Pennisetum americanum) and crabgrass (Digitaria sanguinalis)",N. America,USA,Kentucky,"University of Kentucky's Spindletop Farm, near Lexington",38,2,26,n,g,84,30,13,n,g,Temperate,North,5.7,112,,,7,,,,,273,g,1,0,0,0,B.Z. Guo,Field Soil,1993,"Guo, B.Z.; Z.-Q. An; J.W. Hendrix and C.T. Dougherty.  1993.  Influence of a change from tall fescue to pearl millet or crabgrass on the mycorrhizal fungal community.  Soil Science, 155:398-405","Data are for Lexington, KY, USA.",,
Diversisporales,Acaulosporaceae,Entrophospora,infrequens,Nearctic,Temperate Broadleaf and Mixed Forests,Interior Plateau US Hardwood Forests,agroecosystems,"tall fescue (Festuca arundinacea), pearl millet (Pennisetum americanum) and crabgrass (Digitaria sanguinalis)",N. America,USA,Kentucky,"University of Kentucky's Spindletop Farm, near Lexington",38,2,26,n,g,84,30,13,n,g,Temperate,North,5.7,112,,,7,,,,,273,g,1,0,0,0,B.Z. Guo,Field Soil,1993,"Guo, B.Z.; Z.-Q. An; J.W. Hendrix and C.T. Dougherty.  1993.  Influence of a change from tall fescue to pearl millet or crabgrass on the mycorrhizal fungal community.  Soil Science, 155:398-405","Data are for Lexington, KY, USA.",,
Diversisporales,Gigasporaceae,Racocetra,fulgida,Nearctic,Temperate Broadleaf and Mixed Forests,Interior Plateau US Hardwood Forests,agroecosystems,"tall fescue (Festuca arundinacea), pearl millet (Pennisetum americanum) and crabgrass (Digitaria sanguinalis)",N. America,USA,Kentucky,"University of Kentucky's Spindletop Farm, near Lexington",38,2,26,n,g,84,30,13,n,g,Temperate,North,5.7,112,,,7,,,,,273,g,1,0,0,0,B.Z. Guo,Field Soil,1993,"Guo, B.Z.; Z.-Q. An; J.W. Hendrix and C.T. Dougherty.  1993.  Influence of a change from tall fescue to pearl millet or crabgrass on the mycorrhizal fungal community.  Soil Science, 155:398-405","Data are for Lexington, KY, USA.",,
Diversisporales,Diversisporaceae,Sieverdingia,tortuosa,Nearctic,"Temperate Grasslands, Savannas and Shrublands",Southeast US conifer savannas,agroecosystems,"soybean, bahia grass",N. America,USA,Florida,"Live Oak, Agric. Res. Center",30,17,41,n,g,82,59,2,w,g,Tropical,North,,,,,,,,,,33,g,0,1,0,0,Norman C. Schenck,Pot Cultures,1982,"Schenck, N.C. and G.S. Smith.  1982.  Additional new and unreported species of mycorrhizal fungi (Endogonaceae) from Florida. Mycologia, 74:77-92.",Pot culture established with bahia grass with spores from around soybean roots. Data are for Live Oak.,,
Diversisporales,Diversisporaceae,Diversispora,trimurales,Nearctic,"Mediterranean Forests, Woodlands and Scrub",California coastal sage and chaparral,sand dunes,"Abronia maritima, Ambrosia chamissonis, Ammophila breviligulata, Carpobrotus aequilaterus, Distichlis spicata, Eriogonum grande, Malacothrix incana, Sysrinchium bellum",N. America,USA,California,"Santa Barbara Co., San Miguel Island",34,2,15,n,g,120,22,20,w,g,Subtropical,North,,,,,,,,,,0,m,0,1,0,0,R.E. Koske,Field Soil,1989,"Koske, R.E. and W.L. Halvorson.  1989.  Scutellospora arenicola and Glomus trimurales: two new species in the Endogonaceae. Mycologia, 81:927-933.","Also reported from Maryland, New Jersey and Virginia.",,
Glomerales,Diversisporaceae,Diversispora,epigaea,Nearctic,"Temperate Grasslands, Savannas and Shrublands",Willamette Valley oak savanna,,"Angiopteris evecta, Araucaria excelsa, Aspargus officinalis, Passiflora, Philodendron Sorghum vulgare",N. America,USA,Oregon,"Corvallis, OR, Benton Co., USDA - SEA Ornamental Plants Lab. greenhouse",44,33,52,n,g,123,15,43,w,g,Temperate,North,,,,,,,,,,67,g,0,1,0,0,B.A. Daniels,Pot Culture,1979,"Daniels, B.A. and J.M. Trappe  1979.  Glomus epigaeum sp. nov., a useful fungus for vesicular-arbuscular mycorrhizal research.  Can. J. Bot., 57:539-542.",Originally described as G. epigaeum by Daniels and Trappe (1979).,,
Glomerales,Glomeraceae,Rhizophagus,vesiculiferus,Nearctic,"Temperate Grasslands, Savannas and Shrublands",Willamete Valley oak savanna,,Philodendron,N. America,USA,Oregon,Benton Co.,44,37,41,n,g,123,23,14,w,g,Temperate,North,,,,,,,,,,299,g,0,1,0,0,J.W. Gerdemann,Field Soil,1974,"Gerdemann, J.W. and J.M. Trappe.  1974.  The Endogonaceae in the Pacific Northwest.  Mycologia Memoir, (5):1-76.","First described by Thaxter (1922) from Quebec (Canada). Data are for Benton County, OR, USA.",,
Glomerales,Glomeraceae,Glomus,warcupii,Australian,"Mediterranean Forests, Woodlands and Scrub",Murray-Darling woodlands and mallee,,"Eucalyptus, Melaleuca uncinata, Trifolium subterraneum, Wahlenbergia",Oceania,Australia,South Australia,Kuitpo,35,11,52,s,g,138,40,46,e,g,Subtropical,South,,,,,,,,,,316,g,0,1,0,0,P.A. McGee,Field Soil,1986,"McGee, P.A. 1986.  Further sporocarpic species of Glomus (Endogonaceae) from South Australia. Trans. Br. mycol. Soc., 87:123-129.",Data are for the Location.,,
Glomerales,Glomeraceae,Rhizophagus,fasciculatus,Nearctic,Temperate Conifer Forests,Okanogan dry forests,,,N. America,Canada,British Columbia,Okanogan Valley,49,46,53,n,g,118,49,41,w,g,Boreal,North,,,,,,,,,,1728,g,0,1,0,0,J.W. Gerdemann,Field Soil,1974,"Gerdemann, J.W. and J.M. Trappe.  1974.  The Endogonaceae in the Pacific Northwest. Mycologia Memoir, (5):1-76.","First described by Thaxter (1922) and later redescribed by Walker and Koske (1987).  Forming mycorrhizal association with Allium, Clintonia, Crataegus, Deschampia, epilobium, Fragaria, Geum, Hypochaeris, Maianthemum, Malus, Mentha, Plantago and others. Data are for the Location.",,
Glomerales,Glomeraceae,Sclerocystis,coremioides,Nearctic,"Temperate Grasslands, Savannas and Shrublands",Flint Hills tallgrass prairie,tall grass prairie,"Bromus inermis, Sorghastrum nutans",N. America,USA,Kansas,Konza Prairie Research Natural Area,39,6,24,n,g,96,36,32,w,g,Temperate,North,7.5,15,,,6,,,,,329,g,1,0,0,0,Stephen P. Bentivenga,Field Soil,1992,"Bentivenga, S.P. and B.A.D. Hetrick.  1992.  Seasonal and temperature effects on mycorrhizal activity and dependence of cool- and warm-season tallgrass prairie grasses. Can. J. Bot., 70:1596-1605.","Soils have a silty clay loam texture, with 6.0% of organic matter, 1.4 µg/g NO3, 6.4 µg/g NH4, 445 µg/g K. Data are for the Location.",,
Glomerales,Glomeraceae,Glomus,mortonii,Nearctic,"Temperate Grasslands, Savannas and Shrublands",Flint Hills tallgrass prairie,tall grass prairie,"Bromus inermis, Sorghastrum nutans",N. America,USA,Kansas,Konza Prairie Research Natural Area,39,6,24,n,g,96,36,32,w,g,Temperate,North,7.5,15,,,6,,,,,329,g,1,0,0,0,Stephen P. Bentivenga,Field Soil,1992,"Bentivenga, S.P. and B.A.D. Hetrick.  1992.  Seasonal and temperature effects on mycorrhizal activity and dependence of cool- and warm-season tallgrass prairie grasses. Can. J. Bot., 70:1596-1605.","Soils have a silty clay loam texture, with 5.5% of organic matter, 1.2 µg/g NO3, 11.0 µg/g NH4, 445 µg/g K. Data are for the Location.",,
Diversisporales,Gigasporaceae,Gigaspora,albida,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Diversisporales,Gigasporaceae,Racocetra,coralloidea,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Diversisporales,Gigasporaceae,Racocetra,gregaria,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Diversisporales,Gigasporaceae,Scutellospora,weresubiae,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Diversisporales,Gigasporaceae,Dentiscutata,scutata,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Diversisporales,Acaulosporaceae,Acaulospora,scrobiculata,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Glomerales,Glomeraceae,Septoglomus,constrictum,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Glomerales,Claroideoglomeraceae,Claroideoglomus,etunicatum,Neotropical,Tropical and Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,sand dunes,"Spartina ciliata, Remirea maritima, Hydrocotyle bonariensis, Ipomoea pes-caprae, I. stolonifera",S. America,Brazil,Santa Catarina,"Joaquina Beach, Island of Santa Catarina",27,50,0,s,m,48,34,0,w,m,Subtropical,South,6.15,,,,,20,m,1350,m,0,m,1,0,0,0,Sidney L. Sturmer,Field Soil,1994,"Sturmer, S.L. and M.M. Bellei.  1994.  Composition and seasonal variation of spore populations of arbuscular mycorrhizal fungi in dune soils on the Island of Santa Catarina, Brazil. Can. J. Bot., 72:359-363.",,,
Diversisporales,Gigasporaceae,Gigaspora,gigantea,Australian,Temperate Broadleaf and Mixed Forests,Eastern Australian temperate forests,sand dunes,Stenotaphrum secundatum,Oceania,Australia,New South Wales,North Cronulla,34,2,58,s,g,151,9,26,e,g,Subtropical,South,,,,,,,,,,0,m,1,0,0,0,Richard E. Koske,Field Soil,1975,"Koske, R.E.  1975.  Endogone spores in Australian sand dunes. Can. J. Bot., 53:668-672.",This fungus was found in the second (fixed) dune ridge. Data are for the Location.,,
Diversisporales,Gigasporaceae,Scutellospora,calospora,Australian,Temperate Broadleaf and Mixed Forests,Eastern Australian temperate forests,sand dunes,,Oceania,Australia,New South Wales,Cronulla Beach,34,2,58,s,g,151,9,26,e,g,Subtropical,South,,,,,,,,,,0,G,1,0,0,0,Richard E. Koske,Field Soil,1975,"Koske, R.E.  1975.  Endogone spores in Australian sand dunes. Can. J. Bot., 53:668-672.",Data are for Cronulla Beach.,,
Diversisporales,Acaulosporaceae,Acaulospora,scrobiculata,Australian,Temperate Broadleaf and Mixed Forests,Eastern Australian temperate forests,sand dunes,,Oceania,Australia,New South Wales,Cronulla Beach,34,2,58,s,g,151,9,26,e,g,Subtropical,South,,,,,,,,,,0,m,1,0,0,0,Richard E. Koske,Field Soil,1975,"Koske, R.E.  1975.  Endogone spores in Australian sand dunes. Can. J. Bot., 53:668-672.",Spore referred as yellow punctuate. Data are for Cronulla Beach.,,
Diversisporales,Acaulosporaceae,Entrophospora,infrequens,Nearctic,"Temperate Grasslands, Savannas and Shrublands",Flint Hills tallgrass prairie,tallgrass prairie,"Andropogon gerardii, Schizachyrium scoparium, Solidago canadensis, Sorghastrum nutans, Ambrosia psilostachya",N. America,USA,Kansas,"Konza Prairie Res. Nat. Area, Riley Co.",39,6,24,n,g,96,36,32,w,g,Temperate,North,6.1,2.6,,,,,,,,329,g,1,0,0,0,Stephen P. Bentivenga,Field Soil,1992,"Bentivenga, S.P. and B.A.D. Hetrick.  1992.  The effect of prairie management practices on mycorrhizal symbiosis.  Mycologia, 84:522-527.",Soil was silty clay loam with 3.3 µg/g NH4 and 0.2 µg/g NO3. Data are for the Location,,
